minutes;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66
685;943062;942474;940224;938814;937398;935982;934566;933144;931728;930306;928878;927444;926010;924564;923112;921654;920190;918714;917226;915732;914220;912702;911166;909612;908046;906468;904866;903246;901608;899946;898260;896556;894822;893064;891276;889464;887616;885732;883818;881868;879882;877854;875784;873666;871506;869292;867030;864714;862338;859908;857406;854844;852210;849498;846714;843846;840888;837840;834702;831456;828108;824652;821070;817368;813540;809568;805458
686;943890;943302;941052;939636;938220;936804;935388;933966;932550;931122;929694;928260;926820;925380;923928;922464;921000;919518;918030;916530;915024;913500;911958;910404;908838;907254;905646;904026;902382;900720;899034;897324;895584;893820;892032;890214;888360;886476;884556;882600;880608;878574;876498;874374;872208;869988;867720;865398;863016;860574;858066;855492;852846;850128;847332;844452;841488;838434;835278;832026;828660;825192;821598;817884;814038;810054;805926
687;944718;944130;941880;940464;939048;937632;936210;934794;933366;931944;930510;929076;927636;926190;924738;923274;921804;920328;918834;917334;915822;914292;912756;911196;909630;908040;906432;904806;903162;901494;899802;898086;896346;894582;892788;890964;889104;887220;885294;883332;881334;879294;877212;875082;872910;870684;868410;866076;863688;861240;858726;856140;853488;850764;847956;845064;842088;839022;835860;832590;829218;825732;822126;818394;814530;810534;806388
688;945546;944958;942708;941292;939870;938454;937032;935616;934188;932760;931332;929892;928452;927006;925548;924084;922614;921132;919638;918138;916620;915090;913548;911994;910416;908826;907218;905586;903936;902268;900576;898854;897114;895344;893544;891714;889854;887958;886032;884064;882060;880014;877926;875796;873612;871380;869100;866760;864366;861906;859386;856794;854130;851394;848580;845682;842694;839610;836436;833154;829770;826272;822648;818904;815028;811014;806850
689;946374;945780;943536;942114;940698;939276;937860;936438;935010;933582;932148;930714;929268;927816;926364;924894;923424;921942;920442;918942;917424;915888;914346;912786;911208;909612;907998;906366;904716;903042;901344;899622;897876;896100;894300;892464;890598;888702;886770;884796;882786;880734;878646;876504;874314;872082;869790;867444;865038;862572;860046;857442;854772;852030;849204;846294;843294;840204;837012;833724;830322;826812;823176;819414;815526;811494;807312
690;947202;946608;944364;942942;941520;940104;938682;937260;935832;934404;932970;931530;930084;928632;927174;925710;924234;922746;921252;919740;918222;916686;915138;913578;912000;910398;908784;907152;905496;903816;902118;900390;898638;896862;895056;893214;891348;889446;887508;885528;883512;881460;879360;877212;875022;872778;870480;868128;865716;863244;860700;858096;855414;852660;849822;846906;843894;840792;837594;834288;830880;827352;823704;819930;816018;811974;807780
691;948030;947436;945186;943770;942348;940926;939504;938082;936654;935220;933786;932346;930900;929448;927984;926520;925038;923550;922056;920544;919020;917484;915936;914370;912786;911190;909570;907932;906270;904590;902886;901158;899406;897624;895812;893970;892092;890190;888246;886266;884244;882180;880074;877926;875724;873474;871170;868812;866394;863910;861366;858750;856056;853296;850446;847518;844500;841386;838170;834858;831432;827892;824226;820440;816516;812454;808242
692;948858;948264;946014;944592;943170;941748;940326;938904;937476;936042;934602;933162;931716;930258;928800;927330;925848;924360;922860;921348;919824;918282;916734;915162;913578;911976;910356;908712;907050;905370;903660;901926;900168;898380;896568;894720;892842;890928;888984;886998;884970;882906;880794;878634;876432;874176;871860;869496;867066;864582;862026;859398;856704;853926;851070;848130;845100;841974;838752;835422;831984;828432;824754;820950;817014;812934;808704
693;949686;949092;946842;945420;943998;942576;941148;939726;938292;936858;935424;933978;932532;931074;929610;928140;926658;925164;923664;922152;920622;919086;917526;915960;914370;912762;911142;909498;907830;906144;904434;902694;900936;899142;897324;895476;893592;891672;889722;887730;885702;883626;881508;879348;877134;874872;872556;870180;867744;865248;862686;860052;857346;854562;851694;848742;845706;842568;839334;835992;832542;828972;825282;821460;817506;813414;809166
694;950514;949920;947670;946248;944820;943398;941976;940548;939114;937680;936240;934800;933348;931890;930426;928950;927468;925974;924468;922956;921426;919884;918324;916752;915162;913554;911928;910278;908610;906918;905208;903468;901698;899904;898080;896226;894342;892416;890460;888468;886428;884352;882228;880062;877842;875568;873246;870864;868422;865920;863346;860706;857988;855198;852318;849360;846306;843162;839910;836556;833094;829512;825810;821976;818004;813894;809628
695;951342;950742;948492;947070;945648;944220;942798;941370;939936;938502;937062;935616;934164;932706;931236;929760;928278;926784;925278;923760;922224;920682;919122;917544;915954;914340;912714;911064;909390;907698;905976;904236;902466;900666;898842;896982;895092;893166;891204;889200;887160;885078;882948;880770;878544;876270;873942;871548;869100;866586;864006;861360;858630;855828;852942;849972;846912;843750;840492;837126;833646;830052;826332;822486;818502;814374;810090
696;952170;951570;949320;947898;946470;945048;943620;942192;940758;939318;937878;936432;934980;933516;932052;930570;929088;927588;926082;924564;923028;921480;919920;918342;916746;915132;913500;911844;910170;908472;906750;905004;903234;901428;899598;897738;895842;893910;891942;889938;887886;885798;883668;881484;879252;876972;874632;872238;869778;867258;864672;862014;859278;856464;853572;850590;847512;844344;841074;837696;834204;830592;826860;822996;818994;814848;810552
697;952998;952398;950148;948720;947298;945870;944442;943014;941580;940140;938700;937248;935796;934332;932862;931386;929898;928398;926886;925368;923832;922278;920718;919134;917538;915918;914286;912630;910950;909252;907524;905778;903996;902196;900360;898488;896592;894654;892680;890670;888618;886524;884388;882198;879960;877668;875328;872922;870456;867930;865332;862668;859920;857100;854196;851202;848118;844938;841656;838260;834756;831138;827388;823506;819492;815328;811014
698;953826;953226;950970;949548;948120;946692;945264;943836;942402;940962;939516;938070;936612;935148;933678;932196;930708;929208;927696;926172;924630;923082;921510;919932;918330;916710;915072;913416;911730;910026;908298;906546;904764;902958;901116;899244;897342;895398;893424;891408;889350;887250;885102;882912;880668;878370;876018;873612;871140;868602;865998;863322;860568;857736;854820;851820;848724;845532;842232;838830;835314;831678;827916;824022;819990;815808;811476
699;954654;954048;951798;950370;948948;947520;946092;944658;943218;941778;940338;938886;937428;935964;934488;933006;931518;930012;928500;926976;925434;923880;922308;920724;919122;917502;915858;914196;912516;910806;909078;907320;905532;903720;901878;900000;898092;896148;894168;892146;890082;887976;885828;883626;881376;879072;876714;874296;871818;869274;866658;863976;861216;858372;855450;852432;849330;846126;842814;839400;835866;832218;828444;824532;820482;816288;811938
700;955476;954876;952626;951198;949770;948342;946914;945480;944040;942600;941154;939702;938244;936780;935304;933822;932328;930822;929304;927780;926238;924678;923106;921522;919914;918288;916650;914982;913296;911586;909852;908088;906300;904482;902634;900756;898842;896892;894906;892884;890814;888702;886548;884340;882084;879774;877410;874986;872496;869946;867324;864630;861858;859008;856074;853050;849930;846714;843396;839970;836424;832758;828966;825042;820980;816768;812400
701;956304;955704;953448;952026;950598;949164;947736;946302;944862;943422;941976;940518;939060;937590;936114;934632;933138;931632;930114;928584;927042;925482;923904;922314;920706;919080;917436;915768;914076;912366;910626;908862;907068;905250;903396;901512;899598;897642;895650;893622;891546;889428;887268;885054;882792;880476;878106;875670;873180;870618;867990;865284;862506;859644;856704;853668;850536;847308;843978;840540;836982;833304;829494;825558;821478;817248;812862
702;957132;956532;954276;952848;951420;949992;948558;947124;945684;944244;942792;941340;939876;938406;936930;935442;933948;932442;930918;929388;927840;926280;924708;923112;921504;919872;918222;916554;914862;913146;911400;909636;907836;906012;904158;902268;900348;898392;896394;894360;892278;890160;887988;885774;883500;881178;878802;876360;873858;871290;868650;865944;863154;860286;857328;854286;851142;847902;844560;841104;837534;833844;830022;826068;821970;817728;813324
703;957960;957354;955104;953676;952242;950814;949380;947946;946506;945060;943614;942156;940692;939222;937746;936258;934758;933246;931728;930192;928644;927084;925506;923910;922296;920664;919014;917340;915642;913926;912180;910410;908610;906780;904920;903030;901098;899136;897138;895098;893010;890886;888708;886488;884214;881886;879498;877050;874542;871962;869316;866598;863802;860922;857958;854898;851748;848502;845142;841674;838092;834384;830550;826578;822468;818208;813786
704;958782;958182;955926;954498;953070;951636;950202;948768;947328;945882;944430;942972;941508;940038;938556;937068;935568;934056;932538;931002;929448;927882;926304;924708;923088;921456;919800;918126;916428;914706;912954;911178;909378;907548;905682;903786;901854;899886;897882;895836;893748;891612;889434;887202;884922;882588;880194;877740;875220;872640;869982;867252;864450;861558;858582;855516;852354;849096;845724;842244;838650;834930;831078;827094;822966;818682;814248
705;959610;959010;956754;955326;953892;952464;951030;949590;948150;946704;945252;943794;942330;940854;939372;937884;936378;934866;933342;931806;930252;928686;927102;925506;923886;922248;920592;918912;917208;915486;913734;911952;910146;908310;906444;904542;902610;900636;898626;896574;894480;892344;890154;887922;885636;883290;880890;878430;875904;873312;870648;867912;865098;862200;859212;856134;852966;849690;846306;842814;839202;835470;831606;827604;823458;819162;814710
706;960438;959832;957576;956148;954720;953286;951852;950412;948972;947526;946068;944610;943146;941670;940188;938694;937194;935676;934152;932610;931056;929490;927906;926298;924678;923040;921378;919698;917994;916266;914508;912726;910920;909078;907206;905304;903360;901386;899370;897312;895218;893070;890880;888642;886344;883998;881592;879120;876588;873990;871314;868572;865746;862836;859842;856752;853572;850284;846894;843384;839760;836010;832134;828114;823956;819642;815172
707;961266;960660;958404;956976;955542;954108;952674;951234;949794;948342;946890;945432;943962;942486;941004;939510;938004;936486;934962;933420;931860;930288;928704;927096;925476;923832;922170;920484;918780;917046;915288;913506;911688;909846;907968;906060;904116;902136;900114;898056;895950;893802;891606;889356;887058;884700;882288;879810;877272;874662;871986;869226;866394;863478;860472;857370;854178;850878;847476;843954;840318;836556;832662;828630;824448;820122;815634
708;962088;961488;959232;957798;956370;954936;953496;952056;950616;949164;947712;946248;944778;943302;941820;940320;938814;937296;935766;934224;932664;931092;929502;927894;926274;924624;922962;921276;919560;917826;916068;914280;912462;910614;908736;906822;904872;902886;900864;898794;896688;894534;892332;890076;887772;885408;882984;880506;877956;875340;872652;869886;867042;864114;861102;857994;854784;851478;848058;844524;840876;837096;833190;829140;824946;820602;816096
709;962916;962310;960054;958626;957192;955758;954318;952878;951438;949986;948528;947070;945600;944118;942630;941136;939630;938106;936576;935034;933474;931896;930306;928698;927066;925422;923754;922062;920346;918612;916848;915054;913230;911382;909498;907584;905628;903636;901608;899538;897426;895266;893052;890796;888480;886116;883686;881196;878640;876018;873318;870546;867696;864756;861732;858612;855396;852072;848640;845100;841434;837642;833718;829650;825444;821076;816552
710;963744;963138;960882;959448;958014;956580;955146;953706;952260;950808;949350;947886;946416;944934;943446;941952;940440;938922;937386;935838;934278;932700;931104;929496;927864;926214;924546;922848;921132;919392;917622;915828;914004;912150;910266;908340;906384;904392;902358;900282;898158;895992;893778;891516;889194;886818;884388;881886;879324;876696;873990;871206;868344;865398;862362;859230;856002;852672;849228;845670;841992;838182;834246;830166;825936;821556;817014
711;964566;963960;961704;960276;958842;957408;955968;954528;953082;951630;950172;948708;947232;945756;944262;942762;941250;939732;938196;936648;935082;933504;931908;930294;928662;927006;925338;923640;921918;920178;918402;916608;914778;912918;911028;909102;907140;905142;903102;901026;898896;896730;894510;892236;889908;887526;885084;882582;880014;877368;874656;871866;868998;866040;862992;859854;856614;853266;849810;846240;842550;838728;834774;830676;826434;822036;817476
712;965394;964788;962532;961098;959664;958230;956790;955350;953904;952452;950988;949524;948054;946572;945078;943578;942066;940542;939006;937452;935886;934308;932706;931092;929460;927804;926130;924426;922704;920958;919182;917382;915552;913692;911796;909864;907902;905898;903852;901764;899634;897462;895236;892956;890622;888234;885786;883278;880698;878052;875328;872526;869646;866682;863622;860472;857220;853866;850398;846810;843108;839274;835302;831192;826932;822516;817938
713;966222;965616;963354;961926;960492;959052;957618;956172;954726;953268;951810;950346;948870;947388;945894;944394;942876;941352;939816;938262;936696;935112;933510;931896;930258;928596;926922;925218;923496;921744;919968;918162;916326;914460;912558;910626;908658;906648;904602;902508;900378;898194;895962;893676;891342;888942;886488;883968;881382;878730;876000;873192;870300;867324;864258;861096;857832;854460;850980;847386;843666;839814;835830;831702;827424;822990;818394
714;967044;966438;964182;962748;961314;959880;958440;956994;955548;954090;952632;951162;949686;948204;946710;945210;943692;942162;940626;939072;937500;935916;934314;932694;931056;929394;927714;926010;924282;922530;920748;918936;917100;915228;913326;911388;909414;907404;905352;903252;901116;898926;896688;894402;892056;889656;887190;884664;882072;879408;876666;873852;870954;867966;864888;861714;858438;855060;851568;847956;844224;840360;836358;832218;827922;823470;818856
715;967872;967266;965010;963576;962142;960702;959262;957816;956370;954912;953454;951984;950508;949020;947526;946020;944508;942978;941436;939882;938310;936720;935118;933492;931854;930192;928506;926802;925068;923310;921528;919716;917874;916002;914094;912156;910176;908160;906102;904002;901854;899664;897420;895122;892770;890364;887892;885360;882762;880086;877338;874512;871602;868608;865518;862338;859050;855660;852150;848526;844782;840900;836886;832728;828420;823950;819318
716;968694;968094;965832;964398;962964;961530;960084;958644;957192;955734;954276;952806;951324;949842;948342;946836;945318;943788;942246;940686;939114;937524;935922;934296;932652;930984;929298;927588;925854;924096;922308;920496;918648;916776;914862;912918;910932;908916;906852;904746;902592;900396;898146;895848;893490;891072;888600;886056;883446;880764;878010;875178;872256;869250;866154;862956;859662;856254;852738;849102;845340;841446;837414;833238;828912;824430;819774
717;969522;968916;966660;965226;963792;962352;960912;959466;958014;956556;955092;953622;952146;950658;949164;947652;946134;944604;943056;941496;939924;938334;936726;935094;933450;931782;930096;928380;926646;924882;923094;921276;919428;917544;915630;913680;911694;909666;907602;905490;903336;901134;898878;896568;894204;891786;889302;886752;884136;881448;878682;875838;872910;869898;866790;863580;860274;856854;853326;849672;845898;841992;837948;833754;829410;824904;820236
718;970350;969744;967482;966048;964614;963174;961734;960288;958836;957378;955914;954444;952962;951474;949980;948468;946950;945414;943866;942306;940728;939138;937530;935898;934248;932580;930888;929172;927432;925668;923874;922056;920202;918318;916398;914448;912456;910428;908352;906240;904074;901866;899610;897294;894924;892494;890004;887448;884826;882132;879354;876504;873564;870540;867420;864204;860886;857454;853914;850248;846456;842538;838476;834264;829908;825384;820692
719;971172;970566;968310;966876;965442;964002;962556;961110;959658;958200;956736;955266;953784;952296;950796;949284;947766;946230;944682;943116;941538;939942;938334;936702;935052;933378;931686;929964;928224;926454;924660;922836;920982;919092;917172;915210;913218;911184;909108;906984;904818;902604;900336;898020;895644;893208;890712;888150;885516;882810;880032;877170;874224;871188;868056;864828;861498;858054;854502;850824;847020;843078;839004;834780;830400;825864;821154
720;972000;971394;969138;967704;966264;964824;963384;961938;960480;959022;957558;956088;954606;953112;951612;950100;948576;947040;945492;943926;942348;940752;939138;937506;935850;934176;932478;930762;929016;927246;925446;923616;921756;919866;917940;915978;913980;911940;909858;907734;905562;903342;901068;898746;896364;893922;891414;888846;886206;883494;880704;877836;874878;871830;868692;865452;862110;858654;855084;851394;847578;843624;839532;835290;830898;826338;821616
721;972828;972222;969960;968526;967092;965652;964206;962760;961308;959844;958380;956904;955422;953934;952428;950916;949392;947856;946302;944736;943158;941556;939942;938304;936654;934974;933276;931554;929808;928032;926226;924396;922536;920640;918708;916746;914742;912696;910614;908484;906306;904080;901800;899472;897084;894636;892122;889548;886896;884178;881376;878496;875532;872478;869328;866076;862722;859254;855672;851970;848136;844170;840060;835806;831396;826818;822072
722;973650;973044;970788;969354;967914;966474;965034;963582;962130;960672;959202;957726;956244;954750;953250;951732;950208;948672;947118;945552;943968;942366;940746;939108;937452;935772;934074;932346;930594;928818;927012;925182;923316;921414;919482;917514;915504;913458;911364;909228;907050;904818;902538;900198;897804;895350;892830;890244;887592;884862;882054;879162;876192;873126;869964;866700;863334;859860;856260;852546;848700;844716;840594;836316;831888;827298;822534
723;974478;973872;971610;970176;968742;967302;965856;964410;962952;961494;960024;958548;957066;955572;954066;952554;951024;949482;947928;946362;944778;943176;941556;939912;938256;936576;934872;933144;931386;929610;927798;925962;924090;922188;920256;918282;916266;914214;912120;909978;907794;905556;903270;900924;898524;896064;893538;890946;888282;885546;882732;879834;876846;873774;870600;867330;863952;860460;856854;853122;849258;845262;841122;836832;832386;827772;822990
724;975306;974700;972438;971004;969564;968124;966684;965232;963774;962316;960846;959370;957888;956394;954888;953370;951840;950298;948744;947172;945588;943980;942360;940716;939054;937374;935664;933936;932178;930396;928584;926742;924870;922968;921024;919050;917034;914976;912876;910728;908538;906294;904002;901656;899244;896778;894246;891648;888978;886230;883404;880500;877506;874422;871236;867954;864564;861060;857442;853698;849822;845808;841650;837348;832884;828252;823452
725;976128;975522;973266;971832;970392;968952;967506;966054;964602;963138;961668;960192;958704;957210;955704;954186;952656;951114;949560;947982;946398;944790;943164;941526;939858;938172;936462;934734;932970;931188;929370;927528;925650;923742;921798;919818;917796;915738;913632;911484;909282;907038;904740;902382;899970;897492;894954;892350;889668;886914;884082;881166;878160;875070;871872;868578;865176;861666;858030;854274;850380;846354;842184;837858;833376;828732;823908
726;976956;976350;974088;972654;971220;969774;968328;966882;965424;963960;962490;961014;959526;958032;956526;955008;953472;951930;950370;948798;947208;945600;943974;942330;940662;938976;937260;935526;933768;931980;930162;928314;926430;924522;922572;920586;918564;916494;914388;912234;910032;907776;905472;903114;900690;898212;895662;893052;890364;887604;884760;881832;878820;875718;872514;869208;865794;862266;858618;854844;850944;846900;842712;838374;833874;829206;824364
727;977778;977172;974916;973482;972042;970602;969156;967704;966246;964788;963318;961836;960348;958854;957342;955824;954294;952746;951186;949608;948018;946410;944784;943134;941466;939774;938064;936324;934560;932766;930948;929100;927216;925296;923346;921354;919326;917256;915144;912984;910776;908520;906210;903840;901416;898926;896376;893754;891060;888288;885438;882504;879480;876366;873150;869832;866406;862872;859212;855426;851502;847446;843246;838884;834372;829686;824826
728;978606;978000;975744;974304;972870;971430;969984;968532;967074;965610;964140;962658;961170;959670;958164;956640;955110;953562;952002;950424;948828;947220;945588;943938;942270;940578;938862;937122;935352;933558;931734;929880;927996;926076;924120;922128;920094;918018;915900;913740;911526;909264;906948;904572;902142;899646;897084;894456;891756;888978;886116;883176;880140;877014;873792;870462;867024;863472;859800;856002;852066;847992;843774;839400;834864;830160;825282
729;979434;978828;976566;975132;973692;972252;970806;969354;967896;966432;964962;963480;961992;960492;958986;957462;955926;954378;952818;951240;949644;948030;946398;944748;943074;941382;939660;937920;936150;934350;932526;930666;928776;926856;924894;922896;920862;918786;916662;914490;912276;910008;907680;905304;902862;900366;897798;895158;892452;889662;886794;883842;880800;877668;874428;871092;867642;864078;860388;856578;852630;848538;844302;839916;835362;830640;825744
730;980256;979656;977394;975960;974520;973080;971634;970182;968724;967260;965784;964308;962814;961314;959802;958278;956748;955194;953634;952050;950454;948840;947208;945552;943878;942180;940464;938718;936942;935142;933312;931452;929562;927636;925674;923670;921630;919548;917418;915246;913026;910752;908418;906036;903588;901080;898506;895866;893148;890352;887478;884514;881466;878316;875070;871722;868260;864684;860982;857154;853194;849090;844836;840426;835860;831120;826200
731;981084;980478;978222;976788;975348;973902;972456;971004;969546;968082;966612;965130;963636;962136;960624;959100;957564;956010;954450;952866;951270;949650;948018;946362;944682;942984;941262;939516;937740;935940;934104;932244;930348;928416;926448;924444;922398;920310;918180;916002;913776;911496;909162;906768;904320;901800;899220;896568;893844;891042;888156;885186;882126;878970;875712;872352;868878;865284;861576;857730;853752;849636;845370;840942;836352;831594;826656
732;981912;981306;979044;977610;976176;974730;973284;971832;970374;968910;967434;965952;964458;962958;961446;959922;958380;956832;955266;953682;952080;950466;948828;947172;945492;943788;942066;940314;938538;936732;934896;933030;931128;929196;927228;925218;923166;921078;918942;916758;914526;912240;909900;907500;905046;902526;899934;897276;894540;891732;888840;885858;882786;879618;876354;872982;869496;865890;862164;858312;854316;850182;845898;841458;836850;832074;827118
733;982734;982134;979872;978438;976998;975558;974112;972660;971196;969732;968256;966774;965286;963780;962268;960738;959202;957648;956082;954498;952896;951276;949638;947976;946296;944592;942864;941112;939336;937524;935688;933816;931914;929976;928002;925992;923940;921840;919698;917514;915276;912984;910638;908238;905772;903246;900648;897984;895242;892422;889518;886530;883452;880272;876996;873612;870114;866496;862758;858888;854880;850734;846432;841974;837348;832548;827574
734;983562;982956;980700;979266;977826;976386;974934;973482;972024;970560;969084;967602;966108;964602;963090;961560;960024;958464;956898;955314;953712;952086;950448;948786;947106;945396;943668;941916;940128;938322;936480;934608;932700;930762;928782;926766;924708;922608;920460;918270;916026;913728;911382;908970;906498;903966;901362;898692;895944;893112;890202;887202;884112;880926;877638;874242;870732;867102;863352;859470;855444;851280;846960;842484;837846;833028;828030
735;984390;983784;981528;980094;978654;977208;975762;974310;972852;971382;969906;968424;966930;965424;963912;962382;960840;959286;957714;956130;954522;952902;951258;949596;947910;946206;944472;942714;940926;939114;937272;935394;933486;931542;929562;927540;925482;923376;921222;919026;916782;914478;912120;909708;907230;904686;902082;899400;896640;893808;890886;887880;884778;881580;878280;874872;871350;867708;863946;860046;856008;851826;847494;843000;838338;833508;828492
736;985218;984612;982356;980916;979482;978036;976590;975138;973674;972210;970734;969246;967752;966252;964734;963204;961662;960102;958530;956946;955338;953712;952068;950406;948720;947010;945276;943518;941730;939912;938064;936186;934272;932328;930342;928314;926250;924144;921990;919788;917532;915228;912864;910440;907962;905412;902796;900108;897342;894498;891570;888552;885444;882234;878922;875502;871974;868320;864540;860628;856572;852378;848028;843516;838836;833982;828948
737;986040;985440;983178;981744;980304;978864;977418;975960;974502;973032;971556;970074;968580;967074;965556;964026;962484;960924;959352;957762;956154;954528;952884;951216;949530;947814;946080;944316;942528;940710;938856;936978;935064;933108;931122;929094;927024;924912;922752;920544;918288;915972;913608;911178;908688;906138;903510;900816;898044;895194;892254;889230;886110;882888;879570;876138;872592;868926;865134;861204;857142;852924;848556;844032;839334;834462;829404
738;986868;986268;984006;982572;981132;979692;978246;976788;975330;973860;972384;970896;969402;967896;966378;964848;963306;961746;960168;958578;956970;955344;953694;952026;950334;948624;946884;945120;943326;941508;939654;937770;935850;933894;931902;929868;927798;925680;923514;921306;919044;916722;914352;911916;909420;906864;904230;901524;898746;895884;892938;889902;886776;883548;880212;876774;873216;869532;865728;861786;857706;853476;849090;844548;839832;834936;829860
739;987696;987090;984834;983400;981960;980520;979068;977616;976158;974688;973212;971724;970230;968724;967200;965670;964128;962562;960990;959394;957786;956160;954510;952836;951144;949428;947688;945924;944130;942300;940446;938562;936636;934680;932682;930648;928572;926448;924282;922062;919794;917472;915096;912654;910152;907584;904950;902238;899448;896580;893628;890580;887442;884202;880860;877404;873834;870144;866322;862368;858270;854028;849624;845058;840324;835416;830316
740;988524;987918;985662;984228;982788;981348;979896;978444;976980;975516;974034;972552;971052;969546;968028;966492;964944;963384;961806;960216;958602;956976;955320;953652;951954;950238;948498;946728;944928;943104;941244;939354;937428;935466;933468;931428;929346;927222;925050;922824;920550;918228;915840;913398;910890;908310;905670;902952;900156;897276;894312;891258;888108;884862;881508;878040;874458;870750;866916;862950;858834;854574;850158;845574;840822;835890;830772
741;989346;988746;986490;985056;983616;982176;980724;979272;977808;976344;974862;973374;971880;970368;968850;967314;965772;964206;962628;961032;959424;957792;956136;954462;952770;951048;949302;947532;945732;943902;942042;940146;938220;936252;934248;932208;930120;927990;925812;923586;921312;918978;916584;914136;911622;909042;906390;903660;900858;897972;895002;891936;888780;885516;882150;878676;875082;871362;867516;863532;859404;855126;850692;846090;841320;836370;831234
742;990174;989574;987318;985884;984444;983004;981552;980100;978636;977166;975690;974202;972702;971196;969672;968142;966594;965028;963450;961854;960240;958608;956952;955278;953580;951858;950112;948336;946530;944700;942834;940938;939006;937038;935034;932988;930900;928764;926580;924348;922068;919728;917334;914874;912354;909768;907110;904374;901566;898668;895686;892614;889446;886176;882798;879312;875706;871974;868110;864114;859968;855678;851226;846606;841818;836844;831690
743;991002;990402;988146;986712;985272;983832;982380;980928;979464;977994;976518;975030;973530;972024;970500;968964;967416;965850;964272;962676;961056;959424;957768;956088;954390;952668;950916;949140;947334;945498;943632;941736;939798;937830;935820;933768;931674;929538;927348;925116;922824;920484;918078;915618;913092;910494;907830;905088;902268;899370;896376;893298;890118;886836;883446;879948;876330;872580;868710;864696;860538;856224;851760;847122;842316;837324;832146
744;991830;991230;988974;987540;986100;984660;983208;981756;980292;978822;977346;975858;974358;972846;971322;969786;968238;966672;965094;963492;961878;960240;958584;956904;955200;953478;951726;949944;948138;946302;944430;942528;940590;938616;936606;934548;932454;930312;928122;925878;923586;921234;918828;916362;913830;911226;908556;905802;902976;900066;897066;893976;890784;887496;884094;880584;876954;873192;869304;865278;861102;856776;852294;847638;842814;837804;832602
745;992658;992058;989802;988368;986928;985488;984036;982584;981120;979650;978174;976686;975186;973674;972150;970614;969060;967494;965916;964314;962694;961056;959400;957720;956016;954288;952536;950754;948942;947106;945234;943326;941388;939408;937392;935334;933228;931086;928890;926646;924348;921990;919578;917106;914562;911958;909276;906522;903684;900768;897756;894654;891456;888156;884748;881220;877578;873804;869904;865860;861672;857328;852828;848154;843306;838278;833058
746;993486;992886;990630;989196;987756;986316;984870;983412;981948;980478;979002;977514;976014;974502;972978;971436;969888;968322;966738;965136;963516;961878;960216;958536;956832;955098;953346;951558;949746;947904;946032;944124;942180;940200;938178;936114;934008;931860;929658;927408;925104;922746;920328;917850;915300;912690;910002;907236;904392;901464;898446;895338;892128;888816;885396;881862;878202;874416;870504;866442;862242;857880;853362;848670;843804;838758;833514
747;994314;993714;991458;990024;988584;987144;985698;984240;982782;981312;979830;978342;976842;975330;973800;972264;970710;969144;967560;965958;964338;962694;961032;959352;957642;955914;954156;952368;950556;948708;946830;944922;942972;940986;938964;936900;934788;932634;930432;928176;925866;923502;921078;918594;916038;913422;910722;907956;905100;902166;899142;896022;892800;889482;886044;882498;878826;875034;871098;867030;862806;858432;853896;849186;844302;839232;833970
748;995142;994542;992286;990852;989418;987972;986526;985074;983610;982140;980658;979170;977670;976152;974628;973092;971538;969966;968382;966780;965154;963516;961854;960168;958458;956724;954966;953178;951360;949512;947634;945720;943770;941778;939756;937686;935568;933414;931206;928944;926628;924258;921828;919338;916782;914154;911448;908670;905814;902868;899832;896706;893478;890142;886698;883140;879456;875646;871698;867612;863376;858984;854430;849702;844800;839712;834426
749;995970;995370;993114;991680;990246;988806;987354;985902;984438;982968;981486;979998;978498;976980;975456;973920;972360;970794;969204;967602;965976;964338;962670;960984;959274;957540;955776;953988;952164;950316;948432;946518;944562;942576;940542;938472;936354;934188;931974;929712;927396;925020;922584;920082;917520;914886;912174;909390;906522;903570;900528;897390;894150;890808;887352;883776;880086;876258;872298;868200;863946;859536;854964;850224;845298;840186;834882
750;996798;996198;993942;992508;991074;989634;988188;986730;985266;983796;982314;980826;979326;977808;976284;974742;973188;971616;970032;968424;966798;965154;963492;961800;960090;958350;956586;954798;952974;951120;949236;947316;945360;943368;941334;939258;937134;934968;932748;930480;928158;925776;923334;920832;918264;915618;912906;910110;907236;904272;901224;898074;894822;891468;888000;884418;880710;876876;872898;868782;864516;860094;855504;850740;845796;840666;835338
751;997626;997026;994770;993342;991902;990462;989016;987558;986100;984630;983148;981654;980154;978642;977112;975570;974016;972444;970854;969246;967620;965976;964308;962622;960906;959166;957402;955608;953784;951930;950040;948120;946158;944160;942126;940044;937920;935748;933522;931254;928926;926538;924090;921582;919002;916356;913632;910830;907950;904980;901914;898758;895500;892134;888654;885060;881340;877488;873504;869370;865086;860646;856038;851256;846294;841140;835794
752;998454;997854;995598;994170;992736;991296;989844;988392;986928;985458;983976;982488;980982;979470;977940;976398;974844;973272;971682;970074;968448;966798;965130;963438;961722;959982;958212;956418;954594;952734;950844;948918;946956;944958;942912;940830;938700;936528;934302;932022;929688;927300;924846;922332;919746;917088;914364;911550;908664;905682;902610;899448;896178;892800;889308;885702;881970;878106;874104;869958;865656;861198;856572;851772;846792;841620;836250
