0;13.33;4.50;5.00;6.00;7.00;9.60;5.00
1;10.00;9.00;6.00;6.67;7.00;8.00;5.00
2;5.00;12.00;5.00;5.00;7.00;10.67;6.67
3;13.33;9.00;5.00;5.00;7.00;8.00;5.00
4;5.00;12.00;6.67;6.00;9.33;8.00;5.00
5;5.00;12.00;5.00;5.00;7.00;10.67;6.67
6;10.00;9.00;6.00;6.67;7.00;8.00;5.00
7;13.33;4.50;5.00;6.00;7.00;9.60;5.00
8;13.33;4.50;5.00;6.00;7.00;9.60;6.00
9;10.00;10.80;6.00;6.00;8.40;4.00;5.00
10;10.00;10.80;6.00;6.00;8.40;4.00;5.00
11;13.33;4.50;5.00;6.00;7.00;9.60;6.00
