24.08.2011;110
25.08.2011;110
26.08.2011;111
28.08.2011;111
29.08.2011;112
30.08.2011;114
31.08.2011;114
01.09.2011;114
02.09.2011;112
04.09.2011;112
05.09.2011;110
06.09.2011;113
07.09.2011;116
08.09.2011;114
09.09.2011;110
11.09.2011;109
12.09.2011;110
13.09.2011;109
14.09.2011;109
15.09.2011;112
16.09.2011;111
18.09.2011;111
19.09.2011;109
20.09.2011;110
21.09.2011;108
22.09.2011;105
23.09.2011;104
25.09.2011;104
26.09.2011;104
27.09.2011;107
28.09.2011;103
29.09.2011;104
30.09.2011;102
02.10.2011;101
03.10.2011;100
04.10.2011;101
05.10.2011;102
06.10.2011;105
07.10.2011;105
09.10.2011;104
10.10.2011;107
11.10.2011;107
12.10.2011;108
13.10.2011;109
14.10.2011;112
16.10.2011;112
17.10.2011;109
18.10.2011;111
19.10.2011;108
20.10.2011;109
21.10.2011;109
23.10.2011;109
24.10.2011;111
25.10.2011;111
26.10.2011;109
27.10.2011;112
28.10.2011;110
30.10.2011;109
31.10.2011;109
01.11.2011;109
02.11.2011;109
03.11.2011;110
04.11.2011;112
06.11.2011;113
07.11.2011;114
08.11.2011;115
09.11.2011;111
10.11.2011;111
11.11.2011;112
13.11.2011;113
14.11.2011;111
15.11.2011;112
16.11.2011;110
17.11.2011;107
18.11.2011;107
20.11.2011;107
21.11.2011;106
22.11.2011;108
23.11.2011;106
24.11.2011;107
25.11.2011;106
27.11.2011;107
28.11.2011;108
29.11.2011;110
30.11.2011;110
01.12.2011;109
02.12.2011;110
04.12.2011;110
05.12.2011;109
06.12.2011;110
07.12.2011;109
08.12.2011;107
09.12.2011;108
12.12.2011;106
13.12.2011;109
14.12.2011;103
15.12.2011;103
16.12.2011;103
18.12.2011;103
19.12.2011;103
20.12.2011;107
21.12.2011;107
22.12.2011;107
23.12.2011;108
27.12.2011;108
28.12.2011;107
29.12.2011;108
30.12.2011;107
03.01.2012;112
04.01.2012;113
05.01.2012;112
06.01.2012;113
08.01.2012;113
09.01.2012;112
10.01.2012;113
11.01.2012;112
12.01.2012;110
13.01.2012;110
15.01.2012;110
16.01.2012;111
17.01.2012;111
18.01.2012;110
19.01.2012;111
20.01.2012;110
22.01.2012;109
23.01.2012;110
24.01.2012;110
25.01.2012;110
26.01.2012;111
27.01.2012;111
29.01.2012;111
30.01.2012;110
31.01.2012;111
01.02.2012;111
02.02.2012;112
03.02.2012;114
05.02.2012;114
06.02.2012;116
07.02.2012;116
08.02.2012;117
09.02.2012;118
10.02.2012;117
12.02.2012;117
13.02.2012;117
14.02.2012;117
15.02.2012;119
16.02.2012;120
17.02.2012;119
19.02.2012;120
20.02.2012;120
21.02.2012;121
22.02.2012;122
23.02.2012;124
24.02.2012;125
26.02.2012;125
27.02.2012;123
28.02.2012;121
29.02.2012;123
01.03.2012;125
02.03.2012;123
04.03.2012;123
05.03.2012;124
06.03.2012;122
07.03.2012;124
08.03.2012;125
09.03.2012;125
11.03.2012;125
12.03.2012;125
13.03.2012;125
14.03.2012;124
15.03.2012;122
16.03.2012;126
18.03.2012;125
19.03.2012;125
20.03.2012;124
21.03.2012;124
22.03.2012;123
23.03.2012;125
25.03.2012;125
26.03.2012;125
27.03.2012;125
28.03.2012;124
29.03.2012;122
30.03.2012;122
01.04.2012;122
02.04.2012;124
03.04.2012;124
04.04.2012;122
05.04.2012;122
08.04.2012;121
09.04.2012;122
10.04.2012;119
11.04.2012;119
12.04.2012;121
13.04.2012;121
15.04.2012;120
16.04.2012;118
17.04.2012;118
18.04.2012;118
19.04.2012;118
20.04.2012;118
22.04.2012;118
23.04.2012;118
24.04.2012;118
25.04.2012;119
26.04.2012;119
27.04.2012;119
29.04.2012;119
30.04.2012;119
01.05.2012;119
02.05.2012;118
03.05.2012;115
04.05.2012;113
06.05.2012;111
07.05.2012;113
08.05.2012;112
09.05.2012;112
10.05.2012;111
11.05.2012;111
13.05.2012;111
14.05.2012;110
15.05.2012;110
16.05.2012;109
17.05.2012;106
18.05.2012;107
20.05.2012;106
21.05.2012;109
22.05.2012;108
23.05.2012;106
24.05.2012;106
25.05.2012;106
27.05.2012;106
28.05.2012;107
29.05.2012;106
30.05.2012;103
31.05.2012;101
01.06.2012;98
03.06.2012;97
04.06.2012;98
05.06.2012;98
06.06.2012;100
07.06.2012;98
08.06.2012;99
10.06.2012;101
11.06.2012;96
12.06.2012;97
13.06.2012;96
14.06.2012;97
15.06.2012;97
17.06.2012;98
18.06.2012;95
19.06.2012;95
20.06.2012;92
21.06.2012;89
22.06.2012;91
24.06.2012;91
25.06.2012;91
26.06.2012;93
27.06.2012;93
28.06.2012;92
29.06.2012;97
01.07.2012;97
02.07.2012;97
03.07.2012;100
04.07.2012;99
05.07.2012;99
06.07.2012;97
08.07.2012;97
09.07.2012;99
10.07.2012;97
11.07.2012;100
12.07.2012;99
13.07.2012;101
15.07.2012;101
16.07.2012;103
17.07.2012;103
18.07.2012;105
19.07.2012;107
20.07.2012;106
22.07.2012;106
23.07.2012;103
24.07.2012;103
25.07.2012;104
26.07.2012;105
27.07.2012;106
29.07.2012;106
30.07.2012;105
31.07.2012;104
01.08.2012;104
02.08.2012;104
03.08.2012;107
05.08.2012;107
06.08.2012;108
07.08.2012;110
08.08.2012;110
09.08.2012;111
10.08.2012;111
12.08.2012;111
13.08.2012;111
14.08.2012;112
15.08.2012;114
16.08.2012;114
17.08.2012;113
19.08.2012;114
20.08.2012;113
21.08.2012;114
22.08.2012;114
23.08.2012;114
24.08.2012;113
26.08.2012;114
27.08.2012;112
28.08.2012;112
29.08.2012;112
30.08.2012;112
31.08.2012;114
02.09.2012;114
03.09.2012;115
04.09.2012;113
05.09.2012;113
06.09.2012;112
07.09.2012;113
09.09.2012;113
10.09.2012;114
11.09.2012;114
12.09.2012;115
13.09.2012;115
14.09.2012;116
16.09.2012;116
17.09.2012;113
18.09.2012;111
19.09.2012;108
20.09.2012;110
21.09.2012;111
23.09.2012;111
24.09.2012;109
25.09.2012;109
26.09.2012;110
27.09.2012;112
28.09.2012;112
30.09.2012;112
01.10.2012;111
02.10.2012;110
03.10.2012;107
04.10.2012;111
05.10.2012;111
07.10.2012;111
08.10.2012;111
09.10.2012;113
10.10.2012;113
11.10.2012;114
12.10.2012;113
14.10.2012;113
15.10.2012;114
16.10.2012;113
17.10.2012;113
18.10.2012;112
19.10.2012;110
21.10.2012;109
22.10.2012;109
23.10.2012;108
24.10.2012;107
25.10.2012;108
26.10.2012;109
28.10.2012;109
29.10.2012;109
30.10.2012;109
31.10.2012;108
01.11.2012;107
02.11.2012;104
04.11.2012;104
05.11.2012;106
06.11.2012;110
07.11.2012;106
08.11.2012;106
09.11.2012;108
11.11.2012;108
12.11.2012;107
13.11.2012;107
14.11.2012;108
15.11.2012;107
16.11.2012;109
18.11.2012;109
19.11.2012;111
20.11.2012;110
21.11.2012;111
22.11.2012;110
23.11.2012;111
25.11.2012;111
26.11.2012;110
27.11.2012;110
28.11.2012;109
29.11.2012;110
30.11.2012;111
02.12.2012;110
03.12.2012;109
04.12.2012;108
05.12.2012;107
06.12.2012;106
07.12.2012;106
09.12.2012;106
10.12.2012;106
11.12.2012;106
12.12.2012;108
13.12.2012;106
14.12.2012;108
16.12.2012;108
17.12.2012;107
18.12.2012;108
19.12.2012;110
20.12.2012;110
21.12.2012;109
23.12.2012;109
24.12.2012;108
26.12.2012;110
27.12.2012;110
28.12.2012;110
30.12.2012;110
31.12.2012;111
02.01.2013;111
03.01.2013;110
04.01.2013;110
06.01.2013;110
07.01.2013;110
08.01.2013;111
09.01.2013;110
10.01.2013;110
11.01.2013;109
13.01.2013;109
14.01.2013;111
15.01.2013;109
16.01.2013;109
17.01.2013;110
18.01.2013;111
20.01.2013;111
21.01.2013;111
22.01.2013;112
23.01.2013;112
24.01.2013;113
25.01.2013;113
27.01.2013;113
28.01.2013;113
29.01.2013;114
30.01.2013;114
31.01.2013;114
01.02.2013;115
03.02.2013;115
04.02.2013;114
05.02.2013;115
06.02.2013;115
07.02.2013;116
08.02.2013;117
10.02.2013;117
11.02.2013;117
12.02.2013;117
13.02.2013;118
14.02.2013;118
15.02.2013;117
17.02.2013;117
18.02.2013;117
19.02.2013;117
20.02.2013;115
21.02.2013;113
22.02.2013;114
24.02.2013;114
25.02.2013;113
26.02.2013;112
27.02.2013;112
28.02.2013;111
01.03.2013;109
03.03.2013;109
04.03.2013;109
05.03.2013;110
06.03.2013;109
07.03.2013;110
08.03.2013;110
10.03.2013;109
11.03.2013;109
12.03.2013;109
13.03.2013;108
14.03.2013;109
15.03.2013;110
17.03.2013;108
18.03.2013;109
19.03.2013;107
20.03.2013;108
21.03.2013;107
22.03.2013;107
24.03.2013;107
25.03.2013;108
26.03.2013;109
27.03.2013;109
28.03.2013;109
31.03.2013;109
01.04.2013;110
02.04.2013;110
03.04.2013;106
04.04.2013;106
05.04.2013;104
07.04.2013;104
08.04.2013;104
09.04.2013;106
10.04.2013;105
11.04.2013;104
12.04.2013;102
14.04.2013;102
15.04.2013;99
16.04.2013;100
17.04.2013;97
18.04.2013;99
19.04.2013;99
21.04.2013;99
22.04.2013;100
23.04.2013;100
24.04.2013;101
25.04.2013;103
26.04.2013;102
28.04.2013;102
29.04.2013;103
30.04.2013;101
01.05.2013;99
02.05.2013;102
03.05.2013;103
05.05.2013;104
06.05.2013;104
07.05.2013;103
08.05.2013;104
09.05.2013;104
10.05.2013;103
12.05.2013;103
13.05.2013;102
14.05.2013;102
15.05.2013;103
16.05.2013;103
17.05.2013;104
19.05.2013;104
20.05.2013;104
21.05.2013;103
22.05.2013;102
23.05.2013;102
24.05.2013;102
26.05.2013;102
27.05.2013;102
28.05.2013;104
29.05.2013;102
30.05.2013;102
31.05.2013;100
02.06.2013;99
03.06.2013;101
04.06.2013;103
05.06.2013;102
06.06.2013;103
07.06.2013;104
09.06.2013;104
10.06.2013;103
11.06.2013;102
12.06.2013;103
13.06.2013;104
14.06.2013;105
16.06.2013;105
17.06.2013;105
18.06.2013;106
19.06.2013;105
20.06.2013;102
21.06.2013;101
23.06.2013;100
24.06.2013;101
25.06.2013;101
26.06.2013;101
27.06.2013;102
28.06.2013;101
30.06.2013;101
01.07.2013;102
02.07.2013;103
03.07.2013;105
04.07.2013;104
05.07.2013;107
07.07.2013;107
08.07.2013;106
09.07.2013;107
10.07.2013;107
11.07.2013;106
12.07.2013;108
14.07.2013;107
15.07.2013;108
16.07.2013;107
17.07.2013;108
18.07.2013;108
19.07.2013;108
21.07.2013;108
22.07.2013;108
23.07.2013;108
24.07.2013;107
25.07.2013;107
26.07.2013;107
28.07.2013;107
29.07.2013;107
30.07.2013;106
31.07.2013;107
01.08.2013;108
02.08.2013;108
04.08.2013;108
05.08.2013;107
06.08.2013;107
07.08.2013;106
08.08.2013;105
09.08.2013;106
11.08.2013;106
12.08.2013;107
13.08.2013;108
14.08.2013;108
15.08.2013;109
16.08.2013;110
18.08.2013;110
19.08.2013;109
20.08.2013;110
21.08.2013;109
22.08.2013;110
23.08.2013;111
25.08.2013;111
26.08.2013;110
27.08.2013;115
28.08.2013;116
29.08.2013;114
30.08.2013;114
01.09.2013;110
02.09.2013;112
03.09.2013;113
04.09.2013;113
05.09.2013;113
06.09.2013;114
08.09.2013;113
09.09.2013;111
10.09.2013;109
11.09.2013;110
12.09.2013;111
13.09.2013;111
15.09.2013;110
16.09.2013;109
17.09.2013;107
18.09.2013;110
19.09.2013;108
20.09.2013;109
22.09.2013;109
23.09.2013;108
24.09.2013;108
25.09.2013;108
26.09.2013;109
27.09.2013;108
29.09.2013;107
30.09.2013;108
01.10.2013;106
02.10.2013;108
03.10.2013;107
04.10.2013;108
06.10.2013;108
07.10.2013;108
08.10.2013;109
09.10.2013;108
10.10.2013;110
11.10.2013;110
13.10.2013;110
14.10.2013;110
15.10.2013;109
16.10.2013;110
17.10.2013;109
18.10.2013;109
20.10.2013;109
21.10.2013;109
22.10.2013;110
23.10.2013;107
24.10.2013;106
25.10.2013;107
27.10.2013;106
28.10.2013;109
29.10.2013;108
30.10.2013;109
31.10.2013;108
01.11.2013;106
03.11.2013;105
04.11.2013;105
05.11.2013;105
06.11.2013;104
07.11.2013;103
08.11.2013;105
